,id,preprocessed
10834,10634,['machine']
10835,10635,['bottle']
10836,10636,"['closing', 'sealing']"
10837,10637,"['box', 'bag', 'powder', 'granule']"
10838,10638,"['filling', 'closing', 'packing', 'tetra', 'pack']"
10839,10639,"['tube', 'unit', 'min']"
10840,10640,['machinery']
10841,10641,"['printing', 'machinery', 'typographic']"
10842,10642,"['printing', 'machinery']"
10843,10643,"['transm', 'print', 'machinery', 'process']"
10844,10644,"['inkjet', 'printer', 'mm']"
10845,10645,"['transfer', 'printer', 'wax']"
10846,10646,"['printer', 'mm']"
10847,10647,"['printer', 'mm']"
10848,10648,['printer']
10849,10649,"['printer', 'widht', 'printing', 'mm']"
10850,10650,"['printer', 'capacity', 'ppm']"
10851,10651,"['printer', 'printing', 'system']"
10852,10652,"['multifunction', 'printer']"
10853,10653,"['machine', 'printing', 'system']"
10854,10654,"['machine', 'printing', 'laser', 'system']"
10855,10655,"['machine', 'inkjet', 'printing']"
10856,10656,"['fax', 'machine']"
10857,10657,"['line', 'impact', 'printer']"
10858,10658,"['profile', 'nickel']"
10859,10659,"['wire', 'nickel']"
10860,10660,"['wire', 'nickel']"
10861,10661,"['plate', 'strip', 'sheet', 'nickel']"
10862,10662,"['plate', 'strip', 'sheet', 'nickel']"
10863,10663,"['tube', 'nickel']"
10864,10664,"['tube', 'nickel']"
10865,10665,"['accessory', 'tube', 'nickel']"
10866,10666,"['grill', 'nickel', 'wire']"
10867,10667,"['article', 'nickel']"
10868,10668,"['cylinder', 'var', 'reform', 'gas']"
10869,10669,"['article', 'nickel']"
10870,10670,['aluminium']
10871,10671,"['aluminium', 'alloy', 'unwrought']"
10872,10672,"['aluminium', 'waste', 'scrap']"
10873,10673,"['powder', 'aluminium', 'structure']"
10874,10674,"['powder', 'flake', 'aluminium', 'structure']"
10875,10675,"['bar', 'aluminium']"
10876,10676,"['profile', 'aluminium']"
10877,10677,"['profile', 'aluminium']"
10878,10678,"['profile', 'aluminium']"
10879,10679,"['bar', 'cm']"
10880,10680,"['electrode', 'base', 'metal', 'arc', 'welding']"
10881,10681,"['wire', 'base', 'metal', 'arc', 'welding']"
10882,10682,"['wire', 'base', 'metal', 'flame']"
10883,10683,"['wire', 'rod', 'tube', 'plate', 'base', 'metal']"
10884,10684,"['tin', 'alloy', 'unwrought']"
10885,10685,"['tin', 'waste', 'scrap']"
10886,10686,"['tin', 'bar', 'rod', 'profile', 'wire']"
10887,10687,"['tin', 'plate', 'sheet', 'strip', 'mm']"
10888,10688,"['tin', 'sheet', 'strip']"
10889,10689,"['tin', 'waste', 'scrap', 'tin']"
10890,10690,"['tin', 'tube', 'accessory']"
10891,10691,"['article', 'tin']"
10892,10692,"['tin', 'plate', 'sheet', 'strip']"
10893,10693,"['tin', 'waste', 'scrap', 'tin']"
10894,10694,"['work', 'building']"
10895,10695,"['extraction', 'vegetable', 'animal']"
10896,10696,"['cut', 'out', 'regulator', 'motor']"
10897,10697,"['ignition', 'explosion', 'diesel']"
10898,10698,['equipment']
10899,10699,['machinery']
10900,10700,"['part', 'tackle', 'hoist', 'winch']"
10901,10701,"['part', 'tackle', 'hoist', 'winch']"
10902,10702,"['part', 'self', 'fork', 'lift', 'truck']"
10903,10703,"['part', 'fork', 'lift', 'truck']"
10904,10704,"['part', 'lift']"
10905,10705,"['part', 'lift']"
10906,10706,"['part', 'skip', 'hoist', 'escalator']"
10907,10707,"['part', 'machnery', 'elevation', 'load']"
10908,10708,"['bucket', 'shovel', 'grab', 'machinery']"
10909,10709,"['angledozer', 'blade']"
10910,10710,"['article', 'iron', 'iron', 'steel']"
10911,10711,"['sewing', 'darning', 'embroidery', 'needle', 'iron', 'steel']"
10912,10712,"['safety', 'pin', 'iron', 'steel']"
10913,10713,"['use', 'hand', 'iron', 'steel']"
10914,10714,"['safety', 'pin', 'pin']"
10915,10715,"['use', 'hand', 'iron', 'steel']"
10916,10716,"['leaf', 'spring', 'leave', 'iron', 'steel']"
10917,10717,"['spring', 'iron', 'steel']"
10918,10718,"['spring', 'iron', 'steel']"
10919,10719,"['spring', 'iron', 'steel']"
10920,10720,"['cooking', 'warmer', 'appliance', 'iron', 'fuel']"
10921,10721,"['cooking', 'warmer', 'appliance', 'iron', 'fuel']"
10922,10722,"['cooking', 'warmer', 'appliance', 'iron', 'fuel']"
10923,10723,"['appliance', 'cooking', 'plate', 'warmer', 'fuel']"
10924,10724,"['heater', 'steel', 'gas']"
10925,10725,"['heater', 'steel', 'fuel']"
10926,10726,"['heater', 'steel', 'fuel']"
10927,10727,"['appliance', 'fuel']"
10928,10728,"['cadmium', 'brute']"
10929,10729,"['cadmium', 'powder', 'waste', 'scrap']"
10930,10730,"['unwrought', 'cadmium']"
10931,10731,"['cadmium', 'powder']"
10932,10732,"['waste', 'scrap', 'cadmium']"
10933,10733,"['article', 'cadium']"
10934,10734,"['unwrought', 'titanium', 'waste', 'scrap', 'powder', 'titanium']"
10935,10735,"['titanium', 'powder']"
10936,10736,"['waste', 'scrap', 'titanium']"
10937,10737,"['article', 'titanium']"
10938,10738,"['unwrought', 'zirconium', 'waste', 'scrap', 'powder']"
10939,10739,"['unwrought', 'zirconium', 'zirconium', 'powder']"
10940,10740,"['waste', 'scrap', 'zirconium']"
10941,10741,"['article', 'zirconium']"
10942,10742,['brute']
10943,10743,"['article', 'waste', 'scrap']"
10944,10744,"['unwrought', 'antimony']"
10945,10745,['powder']
10946,10746,"['waste', 'scrap']"
10947,10747,"['article', 'product', 'antimony']"
10948,10748,['brute']
10949,10749,"['plaste', 'strip', 'sheet', 'wire']"
10950,10750,"['article', 'waste', 'scrap']"
10951,10751,"['hood', 'cm']"
10952,10752,"['air', 'compressor']"
10953,10753,"['air', 'compressor', 'screw']"
10954,10754,"['air', 'compressor', 'lobe', 'root']"
10955,10755,"['air', 'compressor']"
10956,10756,"['explosion', 'diesel']"
10957,10757,"['supercharger', 'explosion', 'diesel']"
10958,10758,"['air', 'tube', 'compressor']"
10959,10759,"['compressor', 'gas']"
10960,10760,"['compressor', 'gas', 'screw']"
10961,10761,"['gas', 'h']"
10962,10762,"['compressor', 'gas', 'centrifugal']"
10963,10763,"['compressor', 'gas']"
10964,10764,"['air', 'pump', 'extractor', 'hood', 'extraction', 'recycling']"
10965,10765,"['part', 'air', 'vacuum', 'pump']"
10966,10766,"['part', 'fan', 'extractor', 'hood']"
10967,10767,"['air', 'compressor', 'gas']"
10968,10768,"['ring', 'air', 'compressor', 'gas']"
10969,10769,"['cylinder', 'block', 'cylinder', 'head', 'sump', 'compressor']"
10970,10770,"['part', 'machinery']"
10971,10771,"['part', 'machinery', 'perforation']"
10972,10772,"['copper', 'powder', 'structure']"
10973,10773,"['copper', 'powder', 'flake', 'structure']"
10974,10774,"['bar', 'copper']"
10975,10775,"['profile', 'copper']"
10976,10776,"['profile', 'copper']"
10977,10777,"['bar', 'copper', 'zinc', 'base', 'alloy', 'brass']"
10978,10778,"['profile', 'copper', 'zinc', 'base', 'alloy', 'brass']"
10979,10779,"['bar', 'copper', 'nickel', 'base', 'alloy', 'copper', 'nickel', 'zinc']"
10980,10780,"['profile', 'copper', 'nickel', 'base', 'alloy', 'zinc']"
10981,10781,"['copper', 'bar']"
10982,10782,"['profile', 'copper']"
10983,10783,"['profile', 'copper']"
10984,10784,"['copper', 'wire', 'mm']"
10985,10785,"['copper', 'wire']"
10986,10786,"['wire', 'copper', 'zinc', 'base', 'alloy', 'brass']"
10987,10787,"['wire', 'copper', 'nickel', 'base', 'alloy', 'copper', 'nickel', 'zinc']"
10988,10788,"['wire', 'copper', 'tin', 'base', 'alloy', 'bronze', 'phosphor']"
10989,10789,"['perforat', 'base', 'metal']"
10990,10790,"['die', 'base', 'metal', 'drawing', 'metal']"
10991,10791,"['tool', 'stamping', 'punc', 'base', 'metal']"
10992,10792,"['tool', 'threading', 'base', 'metal']"
10993,10793,"['tool', 'threading', 'base', 'metal']"
10994,10794,"['helicoidal', 'drill', 'base', 'metal', 'diamond']"
10995,10795,"['drill', 'base', 'metal']"
10996,10796,"['tool', 'drilling', 'base', 'metal']"
10997,10797,"['tool', 'broaching', 'base', 'metal']"
10998,10798,"['face', 'tool', 'base', 'metal']"
10999,10799,"['hob', 'base', 'metal']"
11000,10800,"['tool', 'milling', 'base', 'metal']"
11001,10801,"['tool', 'base', 'metal']"
11002,10802,"['tool', 'base', 'metal']"
11003,10803,"['knife', 'blade', 'base', 'metal', 'metal', 'working']"
11004,10804,"['knife', 'blade', 'base', 'metal', 'wood']"
11005,10805,"['scissor', 'pruning', 'hand', 'metal']"
11006,10806,"['hedge', 'shear', 'hand', 'metal']"
11007,10808,"['saw', 'metal']"
11008,10809,"['band', 'blade', 'metal']"
11009,10810,"['blade', 'steel']"
11010,10811,"['saw', 'blade', 'metal']"
11011,10812,"['chain', 'blade', 'metal']"
11012,10813,"['blade', 'base', 'metal', 'metal']"
11013,10814,"['blade', 'toothless', 'saw', 'stone']"
11014,10815,"['blade', 'saw', 'base', 'metal']"
11015,10816,"['file', 'rasp', 'base', 'metal']"
11016,10817,"['hand', 'tool', 'base', 'metal', 'file']"
11017,10818,"['plier', 'base', 'metal']"
11018,10819,"['pincer', 'tweezer', 'hand', 'tool', 'metal']"
11019,10820,"['ball', 'golf']"
11020,10821,"['equipment', 'golf']"
11021,10822,"['article', 'equipment', 'table', 'tennis']"
11022,10823,"['tennis', 'racket']"
11023,10824,"['badminton', 'racket']"
11024,10825,"['ball', 'tennis', 'table', 'tennis']"
11025,10826,['ball']
11026,10827,['ball']
11027,10828,"['ice', 'skate', 'roller', 'skate']"
11028,10829,"['article', 'exercise']"
11029,10830,"['article', 'sport', 'swimming', 'pool']"
11030,10831,"['fishing', 'rod']"
11031,10832,"['fish', 'hook']"
11032,10833,"['fishing', 'reel']"
11033,10834,"['iten', 'line', 'net']"
11034,10835,"['roundabout', 'swing']"
11035,10836,['menagerie']
11036,10837,"['roundabout', 'swing', 'amusement']"
11037,10838,"['roller', 'coaster', 'course']"
11038,10839,"['carrousel', 'diameter']"
11039,10840,"['wagon', 'type', 'roller', 'coaster']"
11040,10841,['part']
11041,10842,['part']
11042,10843,"['part', 'oscilloscope', 'oscillograph']"
11043,10844,"['machine', 'part']"
11044,10845,"['test', 'bench', 'engine', 'motor']"
11045,10846,"['test', 'bench', 'engine', 'motor']"
11046,10847,['projector']
11047,10848,['instrument']
11048,10849,"['container', 'circulator']"
11049,10850,['machinery']
11050,10851,"['part', 'water', 'heater']"
11051,10852,"['part', 'distilling', 'rectifying', 'column']"
11052,10853,['steel']
11053,10854,"['plate', 'heat', 'exchange', 'unit']"
11054,10855,"['part', 'machinery', 'drink']"
11055,10856,['machinery']
11056,10857,"['calendering', 'rolling', 'machine', 'paper', 'paperb']"
11057,10858,"['calendering', 'paper', 'paperboard']"
11058,10859,['calendering']
11059,10860,"['rolling', 'machine', 'paper', 'paperboard']"
11060,10861,['machine']
11061,10862,"['part', 'machinery', 'paper', 'pulp', 'paper']"
11062,10863,"['machinery', 'phototype', 'process', 'photogr']"
11063,10864,"['phototype', 'setting']"
11064,10865,['cliche']
11065,10866,"['compos', 'process']"
11066,10867,"['appliance', 'phototype', 'setting']"
11067,10868,"['machinery', 'appliance', 'metion']"
11068,10869,"['part', 'process']"
11069,10870,"['luggage', 'change']"
11070,10871,['good']
11071,10872,"['lubrication', 'embarkation']"
11072,10873,"['lubrication', 'aircraft']"
11073,10874,"['clock', 'watch', 'movement']"
11074,10875,"['clock', 'movement']"
11075,10876,"['clock', 'movement']"
11076,10877,['movement']
11077,10878,['movement']
11078,10879,"['time', 'register', 'time', 'recorder']"
11079,10880,"['parking', 'meter']"
11080,10881,"['time', 'day', 'recording', 'measuring']"
11081,10882,['switch']
11082,10883,['time']
11083,10884,['wristwatch']
11084,10885,['movement']
11085,10886,[]
11086,10887,['movement']
11087,10888,['movement']
11088,10889,"['watch', 'movement', 'watch']"
11089,10890,"['merchandise', 'embarkation']"
11090,10891,"['merchandise', 'aircraft']"
11091,10892,"['stone', 'brute', 'capitulate', 'ncm']"
11092,10893,"['stone', 'capitulate', 'ncm']"
11093,10894,"['jewelry', 'store', 'gold', 'ncm']"
11094,10895,"['article', 'ncm']"
11095,10896,"['merchandise', 'exchange']"
11096,10897,['reexport']
11097,10898,"['sheet', 'copolymer', 'polytetrafluoroethylene', 'fiber', 'fabric', 'type', 'membrane', 'electrolysis', 'cell']"
11098,10899,"['connector', 'use', 'compressor']"
11099,10900,"['chicken', 'meat']"
11100,10901,"['preparation', 'substance', 'earth']"
11101,10902,"['capacitor', 'insertion']"
11102,10903,['insertion']
11103,10904,"['meat', 'animal']"
11104,10905,"['meat', 'horse']"
11105,10906,"['meat', 'sheep']"
11106,10907,"['copolymer', 'dimethyl', 'terephthalate', 'cyclohexanedimethanol', 'acid']"
11107,10908,"['copolymer', 'dimethyl', 'terephthalate', 'cyclohexanedimethanol', 'tetramethyl', 'cyclobutanediol']"
11108,10909,"['copolymer', 'dimethyl', 'terephthalate', 'cyclohexanedimethanol', 'ethylene', 'glycol']"
11109,10910,['movement']
11110,10911,"['movement', 'watch']"
11111,10913,"['movement', 'alarm', 'clock']"
11112,10914,['movement']
11113,10916,"['cylinder', 'block', 'diesel', 'engine', 'semi']"
11114,10917,"['fuel', 'nozzle', 'diesel', 'engine']"
11115,10918,"['valve', 'admission', 'escape', 'diesel', 'engine', 'semi']"
11116,10919,"['admission', 'escape', 'diesel', 'engine']"
11117,10920,"['ring', 'segment', 'diesel', 'engine', 'semidiesel']"
11118,10921,"['lifting', 'frame', 'tyre', 'straddle', 'carrier']"
11119,10922,"['porch', 'bridge', 'crane']"
11120,10923,"['tower', 'crane']"
11121,10924,"['jib', 'crane']"
11122,10925,"['self', 'machinery', 'tyre']"
11123,10926,"['self', 't']"
11124,10927,"['self', 'machinery', 'tyre']"
11125,10928,"['self', 'machinery']"
11126,10929,"['self', 'machinery', 'track', 't']"
11127,10930,"['self', 'machinery']"
11128,10931,"['road', 'vehicle']"
11129,10932,"['ship', 'derrick', 'crane']"
11130,10933,"['self', 'lift', 'truck', 't']"
11131,10934,"['lift', 'truck', 'self', 'motor']"
11132,10935,['self']
11133,10936,"['self', 'fork', 'lift', 'truck', 't']"
11134,10937,['truck']
11135,10938,"['lift', 'truck', 'lifting', 'handling', 'equipm']"
11136,10939,"['elbow', 'bend', 'sleeve', 'pipe']"
11137,10940,"['elbow', 'bend', 'sleeve', 'pipe']"
11138,10941,"['tube', 'pipe', 'fitting', 'steel']"
11139,10942,"['pipe', 'iron', 'iron', 'steel']"
11140,10943,"['elbow', 'bend', 'pipe', 'iron', 'steel']"
11141,10944,"['butt', 'welding', 'fitting', 'pipe', 'iron', 'steel']"
11142,10945,"['fitting', 'pipe', 'iron', 'iron', 'steel']"
11143,10946,"['bridge', 'bridge', 'section', 'iron', 'iron', 'steel']"
11144,10947,"['tower', 'lattice', 'mast', 'iron', 'iron', 'steel']"
11145,10948,"['door', 'window', 'iron', 'steel']"
11146,10949,"['frame', 'iron', 'iron', 'steel']"
11147,10950,"['foil', 'bar', 'structure', 'iron', 'iron', 'steel']"
11148,10951,"['part', 'iron', 'iron', 'steel']"
11149,10952,"['reservoir', 'grain', 'stor']"
11150,10953,['seman']
11151,10954,[]
11152,10955,"['grill', 'aluminium', 'wire']"
11153,10956,"['article', 'aluminium']"
11154,10957,"['lead', 'ingot']"
11155,10958,"['unwrought', 'lead']"
11156,10959,"['unwrought', 'lead']"
11157,10960,"['antimony', 'unwrought']"
11158,10961,['lead']
11159,10962,"['waste', 'scrap']"
11160,10963,"['bar', 'rod', 'profile', 'wire']"
11161,10964,"['sheet', 'strip', 'lead', 'mm']"
11162,10965,"['plate', 'sheet', 'strip', 'lead']"
11163,10966,"['powder', 'flake']"
11164,10967,"['tube', 'accessory']"
11165,10968,"['article', 'lead']"
11166,10969,"['bar', 'rod', 'profile', 'wire', 'lead']"
11167,10970,"['tube', 'accessory', 'lead']"
11168,10971,"['article', 'lead']"
11169,10972,['ingot']
11170,10973,['zinc']
11171,10974,"['ingot', 'zinc']"
11172,10975,['zinc']
11173,10976,"['guide', 'diesel', 'engine']"
11174,10977,"['piston', 'diesel', 'engine']"
11175,10978,"['piston', 'diesel', 'engine']"
11176,10979,"['piston', 'diesel', 'engine']"
11177,10980,"['cylinder', 'liner', 'diesel', 'engine']"
11178,10981,"['rod', 'diesel', 'engine']"
11179,10982,"['rod', 'diesel', 'engine']"
11180,10983,"['cylinder', 'head', 'mm', 'diesel', 'engine']"
11181,10984,"['cylinder', 'head', 'diesel', 'engine']"
11182,10985,"['fuel', 'injector', 'nozzle', 'mm', 'diesel', 'engine']"
11183,10986,"['fuel', 'nozzle', 'diesel', 'engine']"
11184,10987,"['machinery', 'kg']"
11185,10988,['machinery']
11186,10989,"['weight', 'scale']"
11187,10990,['part']
11188,10991,"['part', 'machinery']"
11189,10992,"['fire', 'extinguisher']"
11190,10993,"['gun', 'appliance']"
11191,10994,"['water', 'jet', 'projecting', 'machinery', 'unblocking']"
11192,10995,"['area', 'apparel', 'artic']"
11193,10996,"['water', 'jet', 'machine']"
11194,10997,"['steam', 'sandblasting', 'machine']"
11195,10998,"['hand', 'combat', 'prague']"
11196,10999,['appliance']
11197,11000,"['sprinkler', 'irrigation', 'system', 'aspersion']"
11198,11001,"['appliance', 'sprinkler', 'system', 'irrigation']"
11199,11002,['appliance']
11200,11003,['appl']
11201,11004,"['profile', 'steel', 'mm']"
11202,11005,"['profile', 'iron', 'steel', 'mm']"
11203,11006,"['profile', 'iron', 'steel']"
11204,11007,"['pipe', 'iron', 'steel', 'pipel']"
11205,11008,['pipel']
11206,11009,"['iron', 'steel', 'pipel']"
11207,11010,"['pipe', 'iron', 'steel']"
11208,11011,"['iron', 'steel', 'section', 'mm']"
11209,11012,"['iron', 'steel', 'section', 'mm']"
11210,11013,"['iron', 'steel', 'section', 'mm']"
11211,11014,"['pipe', 'iron', 'steel', 'rivet', 'pipeline', 'gas', 'pipel']"
11212,11015,"['pipe', 'iron', 'steel', 'kind', 'oil', 'gas', 'pipeline']"
11213,11016,"['pipe', 'kind', 'oil', 'gas', 'pipeline']"
11214,11017,"['pipe', 'iron', 'steel', 'rivet']"
11215,11018,"['strip', 'alluminium']"
11216,11019,"['strip', 'alluminium', 'alloy']"
11217,11020,"['foil', 'strip', 'support', 'mm']"
11218,11021,"['support', 'tenor', 'silicon']"
11219,11022,['support']
11220,11023,"['foil', 'strip', 'support']"
11221,11024,['support']
11222,11025,"['foil', 'strip', 'alluminium', 'support']"
11223,11026,"['aluminium', 'tube']"
11224,11027,"['tube', 'aluminium', 'alloy']"
11225,11028,"['tube', 'aluminium']"
11226,11029,"['tube', 'aluminium', 'alloy']"
11227,11030,"['accessory', 'tube', 'aluminum']"
11228,11031,"['door', 'window', 'frame', 'aluminium']"
11229,11032,"['construction', 'part', 'plaste', 'bar', 'aluminium']"
11230,11033,"['reservoir', 'therm']"
11231,11034,['cyl']
11232,11035,[]
11233,11036,['combustion']
11234,11037,['cyl']
11235,11038,[]
11236,11039,['cyl']
11237,11040,[]
11238,11041,"['combustion', 'engine']"
11239,11042,"['diesel', 'engine', 'type']"
11240,11043,"['diesel', 'engine', 'embarkation']"
11241,11044,"['diesel', 'engine']"
11242,11045,"['diesel', 'engine']"
11243,11046,"['diesel', 'engine']"
11244,11047,"['diesel', 'engine']"
11245,11048,"['diesel', 'engine', 'stationary']"
11246,11049,"['turbine', 'water', 'wheel']"
11247,11050,"['turbine', 'water', 'wheel']"
11248,11051,"['part', 'turbine', 'water', 'wheel']"
11249,11052,"['turbo', 'jet', 'thrust']"
11250,11053,"['turbo', 'jet', 'thrust']"
11251,11054,"['turbo', 'propeller', 'potency']"
11252,11055,"['turbo', 'propeller', 'potency']"
11253,11056,"['gas', 'turbine', 'potency']"
11254,11057,"['gas', 'turbine', 'potency']"
11255,11058,"['part', 'turbo', 'jet', 'turbo', 'propeller']"
11256,11059,"['part', 'gas', 'turbine']"
11257,11060,"['reaction', 'engine', 'turbo', 'jet']"
11258,11061,['cylinder']
11259,11062,['cylinder']
11260,11063,"['power', 'motor']"
11261,11064,['cylinder']
11262,11065,"['power', 'motor', 'cylinder']"
11263,11066,"['power', 'motor']"
11264,11067,"['engine', 'motor']"
11265,11068,"['part', 'reaction', 'propeller']"
11266,11069,"['part', 'vapour', 'machine', 'cylinder']"
11267,11070,"['elevator', 'machinery', 'loading']"
11268,11071,"['bulldozer', 'angledozer', 'flywheel']"
11269,11072,"['bulldozer', 'angledozer', 'flywheel']"
11270,11073,"['bulldozer', 'flywheel']"
11271,11074,"['bulldozer', 'angledozer']"
11272,11075,['flywheel']
11273,11076,"['grader', 'leveller']"
11274,11077,"['scraper', 'self']"
11275,11078,"['machine', 'road', 'roller', 'self']"
11276,11079,"['loader', 'carrier', 'kind', 'mine']"
11277,11080,"['loader', 'carrier', 'kind', 'mine']"
11278,11081,"['motive', 'infrastructure', 'loader']"
11279,11082,"['motive', 'infrastructure', 'loader']"
11280,11083,"['loader', 'end', 'shovel', 'loader']"
11281,11084,"['shovel', 'loader', 'flywheel']"
11282,11085,"['shovel', 'loader', 'flywheel']"
11283,11086,"['loader', 'end', 'shovel', 'loader']"
11284,11087,"['cloth', 'iron', 'steel', 'band']"
11285,11088,"['cloth', 'steel']"
11286,11089,"['cloth', 'iron', 'steel']"
11287,11090,"['netting', 'iron', 'steel', 'wire']"
11288,11091,"['netting', 'iron', 'steel', 'wire']"
11289,11092,"['iron', 'steel', 'wire']"
11290,11093,"['cloth', 'steel', 'wire']"
11291,11094,"['cloth', 'steel', 'wire']"
11292,11095,"['cloth', 'steel', 'wire']"
11293,11096,"['foil', 'strip', 'iron', 'steel']"
11294,11097,"['roller', 'chain', 'iron', 'iron', 'steel']"
11295,11098,"['transmission', 'chain', 'iron', 'iron', 'steel']"
11296,11099,"['link', 'chain', 'iron', 'steel']"
11297,11100,"['part', 'link', 'chain', 'iron', 'steel']"
11298,11101,"['skid', 'chain', 'iron', 'iron', 'steel']"
11299,11102,"['link', 'chain', 'iron', 'iron', 'steel']"
11300,11103,"['link', 'chain', 'iron', 'iron', 'steel']"
11301,11104,"['tin', 'tube', 'accessory']"
11302,11105,"['article', 'tin']"
11303,11106,['powder']
11304,11107,['unwrought']
11305,11108,"['profile', 'plaste', 'strip', 'sheet']"
11306,11109,['wire']
11307,11110,"['unwrought', 'bar']"
11308,11111,"['bar', 'profile', 'plaste', 'strip', 'sheet']"
11309,11112,['wire']
11310,11113,"['waste', 'scrap']"
11311,11114,"['article', 'production', 'contact']"
11312,11115,['article']
11313,11116,"['molybdenum', 'powder']"
11314,11117,"['unwrought', 'molybdenum']"
11315,11118,['molybdenum']
11316,11119,['wire']
11317,11120,"['unwrought', 'molybdenum', 'bar']"
11318,11121,"['bar', 'profile', 'plaste', 'strip', 'sheet']"
11319,11122,['wire']
11320,11123,"['waste', 'scrap']"
11321,11124,"['part', 'levelling', 'machinery']"
11322,11125,"['part', 'crane', 'machinery', 'load', 'discharge']"
11323,11126,"['part', 'levelling', 'machinery']"
11324,11127,"['booth', 'machinery', 'appliance']"
11325,11128,['posic']
11326,11129,"['fuel', 'tank', 'reservoir']"
11327,11130,"['part', 'machinery']"
11328,11134,"['seeder', 'fertilizante']"
11329,11135,"['seeder', 'planter', 'transplanter']"
11330,11139,"['lawn', 'mower', 'device', 'plan']"
11331,11140,"['lawn', 'mower']"
11332,11141,"['part', 'appliance', 'steel']"
11333,11142,"['radiator', 'heating', 'iron']"
11334,11143,"['radiator', 'heating', 'iron', 'steel']"
11335,11144,"['generator', 'iron', 'iron', 'steel']"
11336,11145,"['generator', 'air']"
11337,11146,"['iron', 'iron', 'steel']"
11338,11147,"['sponge', 'steel', 'polishing']"
11339,11148,"['household', 'article', 'iron', 'part']"
11340,11149,"['household', 'article', 'iron', 'part']"
11341,11150,"['household', 'article', 'steel', 'part']"
11342,11151,"['household', 'article', 'iron', 'steel', 'part']"
11343,11152,"['household', 'article', 'iron', 'iron', 'steel', 'part']"
11344,11153,"['sink', 'lavatory', 'steel']"
11345,11154,"['bathtub', 'iron']"
11346,11155,"['bathtub', 'iron', 'steel']"
11347,11156,"['toilet', 'iron', 'steel', 'part']"
11348,11157,"['article', 'cast', 'iron']"
11349,11158,"['unwrought', 'beryllium', 'waste', 'scrap', 'powder']"
11350,11159,"['unwrought', 'beryllium', 'powder']"
11351,11160,"['waste', 'scrap']"
11352,11161,"['beryllium', 'article']"
11353,11162,"['chromium', 'brute']"
11354,11163,"['chromium', 'article', 'waste', 'scrap']"
11355,11164,"['unwrought', 'chromium']"
11356,11165,"['chromium', 'powder']"
11357,11166,"['chromium', 'waste', 'scrap']"
11358,11167,"['article', 'product', 'chromium']"
11359,11168,"['article', 'waste', 'scrap']"
11360,11169,"['vanadium', 'article', 'waste', 'scrap']"
11361,11170,"['unwrought', 'thallium', 'powder']"
11362,11171,"['waste', 'scrap']"
11363,11172,"['article', 'product', 'thallium']"
11364,11173,"['niobium', 'pow']"
11365,11174,"['niobium', 'waste']"
11366,11175,"['article', 'gallium', 'niobium']"
11367,11176,"['plaste', 'strip', 'sheet', 'wire', 'cermet']"
11368,11177,"['cerment', 'article', 'waste', 'scrap']"
11369,11178,"['spade', 'metal']"
11370,11179,"['valve', 'air', 'compressor', 'gas']"
11371,11180,"['part', 'air', 'compressor', 'gas']"
11372,11181,"['air', 'conditioning', 'calorie']"
11373,11182,"['air', 'cal', 'h', 'window']"
11374,11183,"['condition', 'window']"
11375,11184,"['air', 'conditioning', 'machine']"
11376,11185,"['cal', 'h', 'motor', 'vehicle']"
11377,11186,"['air', 'conditioning', 'machine', 'motor', 'vehicle']"
11378,11187,"['c', 'h']"
11379,11188,['cycle']
11380,11189,['h']
11381,11190,['unit']
11382,11191,['unit']
11383,11192,"['part', 'air', 'conditioning', 'machine']"
11384,11194,"['instrument', 'apparatus']"
11385,11195,[]
11386,11196,[]
11387,11197,"['instrument', 'apparatus']"
11388,11198,['dynamometer']
11389,11199,"['surface', 'finish', 'testing', 'instrument']"
11390,11200,"['machine', 'measurement']"
11391,11201,['metre']
11392,11202,"['motor', 'vehicle', 'computer']"
11393,11203,"['analyze', 'textile']"
11394,11204,"['load', 'cell']"
11395,11205,"['roundabout', 'swing']"
11396,11206,"['ivory', 'article', 'ivory']"
11397,11207,"['carving', 'mater']"
11398,11208,['capsule']
11399,11209,['honeycomb']
11400,11210,"['vegetable', 'mineral', 'carving', 'mat']"
11401,11211,"['broom', 'brush', 'vegetable', 'material']"
11402,11212,"['toothbrush', 'brush', 'denture']"
11403,11213,"['brush', 'beard', 'hair', 'eyelash']"
11404,11214,"['artist', 'brush', 'cosmetic', 'product']"
11405,11215,"['roller', 'paint']"
11406,11216,"['distemper', 'brush', 'pain', 'pad']"
11407,11217,['part']
11408,11218,"['brush', 'duster', 'rake']"
11409,11219,"['sieve', 'hand', 'riddle']"
11410,11220,"['travel', 'set', 'toilet', 'sewing', 'clothe', 'cleaning']"
11411,11221,"['press', 'stud', 'part', 'ther']"
11412,11222,"['button', 'plastic', 'textile', 'material']"
11413,11223,"['button', 'base', 'metal', 'textile', 'material']"
11414,11224,['button']
11415,11225,['checking']
11416,11226,"['load', 'cond']"
11417,11227,['checking']
11418,11228,"['part', 'accessory', 'test', 'bench']"
11419,11229,['part']
11420,11230,"['thermostat', 'expansion', 'fluid']"
11421,11231,['thermostat']
11422,11232,['manostat']
11423,11233,"['hydraulic', 'instrument', 'appar']"
11424,11234,"['regulator', 'voltage']"
11425,11235,"['regulator', 'voltage']"
11426,11236,"['braking', 'syst']"
11427,11237,"['suspension', 'system']"
11428,11238,"['transmission', 'system']"
11429,11239,"['ignition', 'system']"
